time,latitude (degree_north),longitude (degree_east),sea_water_pressure (dbar),sea_water_absolute_salinity (g kg-1),sea_water_conservative_temperature (degree_C)
2018-01-06T00:00:00Z,-80.6582833,174.4613,365.9999999999999,34.726125434317595,-2.1405547261382827
2018-01-06T00:30:00Z,-80.6582833,174.4613,365.9999999999999,34.72611897428367,-2.14060898192335
2018-01-06T01:00:00Z,-80.6582833,174.4613,365.9999999999999,34.72611480498904,-2.1406630910458544
2018-01-06T01:30:00Z,-80.6582833,174.4613,365.9999999999999,34.726112958184686,-2.140716902739433
2018-01-06T02:00:00Z,-80.6582833,174.4613,365.9999999999999,34.72611345556358,-2.1407702642126942
2018-01-06T02:30:00Z,-80.6582833,174.4613,365.9999999999999,34.726116308479774,-2.140823021124085
2018-01-06T03:00:00Z,-80.6582833,174.4613,365.9999999999999,34.726121517709224,-2.140875018066712
2018-01-06T03:30:00Z,-80.6582833,174.4613,365.9999999999999,34.726129073253446,-2.1409260990612986
2018-01-06T04:00:00Z,-80.6582833,174.4613,365.9999999999999,34.72613895418797,-2.1409761080554235
2018-01-06T04:30:00Z,-80.6582833,174.4613,365.9999999999999,34.72615112855651,-2.141024889427137
2018-01-06T05:00:00Z,-80.6582833,174.4613,365.9999999999999,34.726165553312114,-2.1410722884910407
2018-01-06T05:30:00Z,-80.6582833,174.4613,365.9999999999999,34.726182174306054,-2.1411181520048688
2018-01-06T06:00:00Z,-80.6582833,174.4613,365.9999999999999,34.726200926325134,-2.141162328674622
2018-01-06T06:30:00Z,-80.6582833,174.4613,365.9999999999999,34.72622173317788,-2.141204669656295
2018-01-06T07:00:00Z,-80.6582833,174.4613,365.9999999999999,34.72624450782976,-2.141245029052216
2018-01-06T07:30:00Z,-80.6582833,174.4613,365.9999999999999,34.7262691525875,-2.141283264400088
2018-01-06T08:00:00Z,-80.6582833,174.4613,365.9999999999999,34.72629555933213,-2.141319237152783
2018-01-06T08:30:00Z,-80.6582833,174.4613,365.9999999999999,34.7263236098005,-2.1413528131470163
2018-01-06T09:00:00Z,-80.6582833,174.4613,365.9999999999999,34.72635317591431,-2.1413838630590414
2018-01-06T09:30:00Z,-80.6582833,174.4613,365.9999999999999,34.72638412015597,-2.1414122628455656
2018-01-06T10:00:00Z,-80.6582833,174.4613,365.9999999999999,34.72641629598995,-2.141437894168124
2018-01-06T10:30:00Z,-80.6582833,174.4613,365.9999999999999,34.72644954832848,-2.141460644799233
2018-01-06T11:00:00Z,-80.6582833,174.4613,365.9999999999999,34.72648371403975,-2.1414804090087056
2018-01-06T11:30:00Z,-80.6582833,174.4613,365.9999999999999,34.72651862249703,-2.141497087928581
2018-01-06T12:00:00Z,-80.6582833,174.4613,365.9999999999999,34.72655409616664,-2.1415105898952302
2018-01-06T12:30:00Z,-80.6582833,174.4613,365.9999999999999,34.726589951232576,-2.141520830767261
2018-01-06T13:00:00Z,-80.6582833,174.4613,365.9999999999999,34.726625998255415,-2.14152773421795
2018-01-06T13:30:00Z,-80.6582833,174.4613,365.9999999999999,34.72666204286297,-2.141531232001065
2018-01-06T14:00:00Z,-80.6582833,174.4613,365.9999999999999,34.726697886469985,-2.1415312641889868
2018-01-06T14:30:00Z,-80.6582833,174.4613,365.9999999999999,34.7267333270239,-2.1415277793822
2018-01-06T15:00:00Z,-80.6582833,174.4613,365.9999999999999,34.72676815977382,-2.141520734889329
2018-01-06T15:30:00Z,-80.6582833,174.4613,365.9999999999999,34.7268021780594,-2.141510096877007
2018-01-06T16:00:00Z,-80.6582833,174.4613,365.9999999999999,34.72683517411652,-2.141495840488993
2018-01-06T16:30:00Z,-80.6582833,174.4613,365.9999999999999,34.72686693989621,-2.141477949934082
